size_bytes,size_kb,size_mb,elements,cycles_per_iteration
573440,560,0.546875,143360,16.4204
574464,561,0.547852,143616,16.3424
575488,562,0.548828,143872,18.0244
576512,563,0.549805,144128,16.3246
577536,564,0.550781,144384,16.2837
578560,565,0.551758,144640,16.4297
579584,566,0.552734,144896,16.2942
580608,567,0.553711,145152,16.2402
581632,568,0.554688,145408,16.903
582656,569,0.555664,145664,16.3815
583680,570,0.556641,145920,16.4441
584704,571,0.557617,146176,16.5536
585728,572,0.558594,146432,16.4474
586752,573,0.55957,146688,16.4082
587776,574,0.560547,146944,16.3009
588800,575,0.561523,147200,16.3724
589824,576,0.5625,147456,16.328
590848,577,0.563477,147712,16.242
591872,578,0.564453,147968,16.2625
592896,579,0.56543,148224,16.2927
593920,580,0.566406,148480,16.3706
594944,581,0.567383,148736,16.1921
595968,582,0.568359,148992,17.8468
596992,583,0.569336,149248,16.3901
598016,584,0.570312,149504,16.345
599040,585,0.571289,149760,16.4141
600064,586,0.572266,150016,16.3933
601088,587,0.573242,150272,16.3433
602112,588,0.574219,150528,16.4207
603136,589,0.575195,150784,16.4045
604160,590,0.576172,151040,16.3778
605184,591,0.577148,151296,16.3714
606208,592,0.578125,151552,16.2842
607232,593,0.579102,151808,16.2765
608256,594,0.580078,152064,16.4103
609280,595,0.581055,152320,16.4152
610304,596,0.582031,152576,16.4049
611328,597,0.583008,152832,16.2845
612352,598,0.583984,153088,16.38
613376,599,0.584961,153344,16.4822
614400,600,0.585938,153600,16.3574
615424,601,0.586914,153856,16.3153
616448,602,0.587891,154112,16.351
617472,603,0.588867,154368,16.5651
618496,604,0.589844,154624,16.3358
619520,605,0.59082,154880,16.2966
620544,606,0.591797,155136,16.9113
621568,607,0.592773,155392,17.6727
622592,608,0.59375,155648,16.3601
623616,609,0.594727,155904,16.3881
624640,610,0.595703,156160,16.3222
625664,611,0.59668,156416,16.4403
626688,612,0.597656,156672,16.4093
627712,613,0.598633,156928,16.3549
628736,614,0.599609,157184,16.369
629760,615,0.600586,157440,16.3159
630784,616,0.601562,157696,16.3982
631808,617,0.602539,157952,16.4579
632832,618,0.603516,158208,16.3878
633856,619,0.604492,158464,16.3546
634880,620,0.605469,158720,16.4176
635904,621,0.606445,158976,16.386
636928,622,0.607422,159232,16.3321
637952,623,0.608398,159488,16.3366
638976,624,0.609375,159744,16.4208
640000,625,0.610352,160000,16.4206
641024,626,0.611328,160256,16.3563
642048,627,0.612305,160512,16.4082
643072,628,0.613281,160768,16.3574
644096,629,0.614258,161024,16.3669
645120,630,0.615234,161280,16.8083
646144,631,0.616211,161536,16.6507
647168,632,0.617188,161792,19.8961
648192,633,0.618164,162048,16.4339
649216,634,0.619141,162304,16.5078
650240,635,0.620117,162560,16.8783
651264,636,0.621094,162816,16.3601
652288,637,0.62207,163072,16.3236
653312,638,0.623047,163328,16.2601
654336,639,0.624023,163584,16.406
655360,640,0.625,163840,16.2439
656384,641,0.625977,164096,16.3635
657408,642,0.626953,164352,16.3338
658432,643,0.62793,164608,16.6971
659456,644,0.628906,164864,16.4046
660480,645,0.629883,165120,16.2898
661504,646,0.630859,165376,16.3889
662528,647,0.631836,165632,16.3252
663552,648,0.632812,165888,16.2751
664576,649,0.633789,166144,16.3644
665600,650,0.634766,166400,16.9134
666624,651,0.635742,166656,16.3345
667648,652,0.636719,166912,16.2749
668672,653,0.637695,167168,16.3339
669696,654,0.638672,167424,16.9838
670720,655,0.639648,167680,16.3868
671744,656,0.640625,167936,18.9669
672768,657,0.641602,168192,16.4154
673792,658,0.642578,168448,16.4025
674816,659,0.643555,168704,16.4304
675840,660,0.644531,168960,16.3973
676864,661,0.645508,169216,16.4058
677888,662,0.646484,169472,16.4117
678912,663,0.647461,169728,16.3662
679936,664,0.648438,169984,16.3456
680960,665,0.649414,170240,16.3377
681984,666,0.650391,170496,16.4193
683008,667,0.651367,170752,16.4171
684032,668,0.652344,171008,16.3169
685056,669,0.65332,171264,16.4318
686080,670,0.654297,171520,16.3729
687104,671,0.655273,171776,16.4662
688128,672,0.65625,172032,16.4074
689152,673,0.657227,172288,16.3668
690176,674,0.658203,172544,16.371
691200,675,0.65918,172800,16.4637
692224,676,0.660156,173056,16.4831
693248,677,0.661133,173312,16.3627
694272,678,0.662109,173568,16.4144
695296,679,0.663086,173824,16.4021
696320,680,0.664062,174080,16.332
697344,681,0.665039,174336,16.4146
698368,682,0.666016,174592,16.2908
699392,683,0.666992,174848,16.4307
700416,684,0.667969,175104,16.5474
701440,685,0.668945,175360,16.3256
702464,686,0.669922,175616,16.3437
703488,687,0.670898,175872,16.5353
704512,688,0.671875,176128,16.418
705536,689,0.672852,176384,16.3305
706560,690,0.673828,176640,16.2823
707584,691,0.674805,176896,16.3579
708608,692,0.675781,177152,16.35
709632,693,0.676758,177408,16.3245
710656,694,0.677734,177664,16.4503
711680,695,0.678711,177920,16.3292
712704,696,0.679688,178176,16.3321
713728,697,0.680664,178432,16.3535
714752,698,0.681641,178688,16.2371
715776,699,0.682617,178944,16.3153
716800,700,0.683594,179200,16.2937
717824,701,0.68457,179456,16.2266
718848,702,0.685547,179712,16.3303
719872,703,0.686523,179968,16.3204
720896,704,0.6875,180224,16.266
721920,705,0.688477,180480,16.3935
722944,706,0.689453,180736,16.4352
723968,707,0.69043,180992,16.3533
724992,708,0.691406,181248,16.3233
726016,709,0.692383,181504,16.2539
727040,710,0.693359,181760,16.2854
728064,711,0.694336,182016,16.3171
729088,712,0.695312,182272,16.3121
730112,713,0.696289,182528,16.3886
731136,714,0.697266,182784,16.3348
732160,715,0.698242,183040,16.3247
733184,716,0.699219,183296,16.3404
734208,717,0.700195,183552,21.0817
735232,718,0.701172,183808,16.2665
736256,719,0.702148,184064,16.2731
737280,720,0.703125,184320,16.3016
738304,721,0.704102,184576,16.245
739328,722,0.705078,184832,16.2809
740352,723,0.706055,185088,16.3104
741376,724,0.707031,185344,16.3503
742400,725,0.708008,185600,16.3307
743424,726,0.708984,185856,16.3022
744448,727,0.709961,186112,16.2384
745472,728,0.710938,186368,16.505
746496,729,0.711914,186624,16.4045
747520,730,0.712891,186880,16.4667
748544,731,0.713867,187136,16.4099
749568,732,0.714844,187392,16.4093
750592,733,0.71582,187648,16.345
751616,734,0.716797,187904,16.4003
752640,735,0.717773,188160,16.3115
753664,736,0.71875,188416,16.363
754688,737,0.719727,188672,16.2155
755712,738,0.720703,188928,16.3103
756736,739,0.72168,189184,16.405
757760,740,0.722656,189440,16.332
758784,741,0.723633,189696,17.1276
759808,742,0.724609,189952,16.3502
760832,743,0.725586,190208,16.4273
761856,744,0.726562,190464,16.3137
762880,745,0.727539,190720,16.3257
763904,746,0.728516,190976,16.2657
764928,747,0.729492,191232,16.3265
765952,748,0.730469,191488,16.3532
766976,749,0.731445,191744,16.3782
768000,750,0.732422,192000,16.2623
769024,751,0.733398,192256,16.337
770048,752,0.734375,192512,16.2405
771072,753,0.735352,192768,16.4188
772096,754,0.736328,193024,16.3629
773120,755,0.737305,193280,16.2881
774144,756,0.738281,193536,16.2568
775168,757,0.739258,193792,16.2956
776192,758,0.740234,194048,16.3178
777216,759,0.741211,194304,16.3135
778240,760,0.742188,194560,16.3869
779264,761,0.743164,194816,16.2753
780288,762,0.744141,195072,16.2749
781312,763,0.745117,195328,16.4579
782336,764,0.746094,195584,16.3598
783360,765,0.74707,195840,16.4023
784384,766,0.748047,196096,16.3318
785408,767,0.749023,196352,16.4739
